assembly	n_18S	n_28S	n_full_units	n_5S_units	n_5S_arrays	largest_5S_array	largest_5S_left	largest_5S_right	DJ_copy_eq	n_DJ_copies	n_arrays	n_arrays_ge2	n_arrays_ge10	largest_array	n_closed	units_in_closed	n_closed_DJ	n_periods	n_periods_identical	period_median	n_periods_outside_40_50kb	sides_contig_end	sides_gap	sides_flank	person	haplotype	method	version	phasing	source	censat_rdna_bp	group
HG03270_hap2_hprc_r2_v1.0.1	150	145	131	79	1	79	flank	flank	5.016	5	23	19	4	25	2	10	2	127	2	44903.0	1	35	0	11	HG03270	hap2	hifiasm	0.19.9	hic	hprc	6045689.0	hifiasm Hi-C (0.19.8-9)
HG00639_mat_hprc_r2_v1.0.1	125	120	92	126	1	126	flank	flank	4.887	5	31	25	4	13	0	0	0	94	0	44821.5	2	52	0	10	HG00639	mat	hifiasm	0.19.9	trio	hprc	4389744.0	hifiasm trio (0.19.9)
HG03927_mat_hprc_r2_v1.0.1	121	117	85	68	1	68	flank	flank	5.107	5	42	30	1	10	1	2	1	79	0	44899.0	1	74	0	10	HG03927	mat	hifiasm	0.19.7	trio	hprc	3981357.0	hifiasm trio (0.19.7)
HG00344_hap2_hprc_r2_v1.0.1	114	109	61	76	1	76	flank	flank	1.389	1	23	21	4	17	0	0	0	91	0	44872.0	4	40	0	6	HG00344	hap2	hifiasm	0.19.9	hic	hprc	4133011.0	hifiasm Hi-C (0.19.8-9)
HG03050_mat_hprc_r2_v1.0.1	63	59	53	138	1	138	flank	flank	5.277	5	17	13	2	13	2	17	2	46	0	44905.0	0	24	0	10	HG03050	mat	hifiasm	0.19.9	trio	hprc	2386647.0	hifiasm trio (0.19.9)
NA18970_hap1_hprc_r2_v1.0.1	94	91	82	72	1	72	flank	flank	3.165	3	12	11	5	19	3	26	3	82	0	44838.5	2	15	1	8	NA18970	hap1	hifiasm	0.19.8	hic	hpp	3498983.0	hifiasm Hi-C (0.19.8-9)
HG01175_mat_hprc_r2_v1.0.1	71	62	47	72	1	72	flank	flank	5.106	5	18	16	1	17	2	5	2	53	0	44394.0	0	26	0	10	HG01175	mat	hifiasm	0.19.7	trio	hprc	2601946.0	hifiasm trio (0.19.7)
NA20905_hap1_hprc_r2_v1.0.1	159	152	123	90	1	90	flank	flank	3.039	3	32	27	2	23	0	0	0	127	0	44799.0	7	54	2	8	NA20905	hap1	hifiasm	0.19.9	hic	hprc	6160165.0	hifiasm Hi-C (0.19.8-9)
HG00272_hap1_hprc_r2_v1.0.1	166	164	129	165	1	165	flank	flank	5.019	5	26	22	7	23	2	13	2	140	0	44754.0	3	39	2	11	HG00272	hap1	hifiasm	0.19.9	hic	hprc	5964273.0	hifiasm Hi-C (0.19.8-9)
HG02630_pat_hprc_r2_v1.0.1	128	122	92	59	1	59	flank	flank	4.986	5	45	33	1	11	0	0	0	83	0	44898.0	3	80	0	10	HG02630	pat	hifiasm	0.19.7	trio	hprc	3995067.0	hifiasm trio (0.19.7)
NA18982_hap2_hprc_r2_v1.0.1	175	166	126	60	1	60	flank	flank	3.256	3	32	28	4	17	2	28	2	143	2	44963.0	3	56	0	8	NA18982	hap2	hifiasm	0.19.8	hic	hpp	6641780.0	hifiasm Hi-C (0.19.8-9)
HG01261_mat_hprc_r2_v1.0.1	125	119	91	77	1	77	flank	flank	4.952	5	28	21	5	15	0	0	0	97	0	44260.0	1	46	0	10	HG01261	mat	hifiasm	0.19.7	trio	hprc	4651811.0	hifiasm trio (0.19.7)
NA18508_hap2_hprc_r2_v1.0.1	113	110	81	116	1	116	flank	flank	7.66	8	21	18	5	13	1	8	1	92	0	44318.0	4	28	0	14	NA18508	hap2	hifiasm	0.19.9	hic	hprc	3489607.0	hifiasm Hi-C (0.19.8-9)
HG03098_mat_hprc_r2_v1.0.1	80	78	60	96	1	96	flank	flank	5.079	5	28	21	0	7	1	7	1	52	0	44902.5	0	46	0	10	HG03098	mat	hifiasm	0.19.9	trio	hprc	2629958.0	hifiasm trio (0.19.9)
HG00280_hap2_hprc_r2_v1.0.1	113	110	93	63	1	63	flank	flank	2.768	3	23	21	3	18	1	7	1	90	0	44780.5	3	37	0	9	HG00280	hap2	hifiasm	0.19.9	hic	hprc	3433368.0	hifiasm Hi-C (0.19.8-9)
HG02622_pat_hprc_r2_v1.0.1	95	95	43	96	1	96	flank	flank	4.855	5	27	20	2	11	1	8	1	68	0	44491.0	14	44	0	10	HG02622	pat	hifiasm	0.19.7	trio	hprc	3171922.0	hifiasm trio (0.19.7)
HG03239_mat_hprc_r2_v1.0.1	111	102	79	134	1	134	flank	flank	5.058	5	25	21	4	15	1	4	1	86	0	44840.0	0	40	0	10	HG03239	mat	hifiasm	0.19.9	trio	hprc	4190266.0	hifiasm trio (0.19.9)
HG02132_pat_hprc_r2_v1.0.1	71	68	54	67	1	67	flank	flank	4.849	5	21	9	2	12	4	23	4	50	0	44849.0	1	30	2	10	HG02132	pat	hifiasm	0.19.7	trio	hprc	2104249.0	hifiasm trio (0.19.7)
NA19036_hap1_hprc_r2_v1.0.1	142	141	92	83	1	83	flank	flank	6.035	6	40	31	2	26	1	26	1	102	2	44270.0	3	68	2	10	NA19036	hap1	hifiasm	0.19.9	hic	hprc	5045496.0	hifiasm Hi-C (0.19.8-9)
NA18747_hap2_hprc_r2_v1.0.1	151	144	90	53	1	53	flank	flank	4.577	4	38	31	2	18	0	0	0	113	0	44847.0	11	63	4	9	NA18747	hap2	hifiasm	0.19.9	hic	hprc	5601049.0	hifiasm Hi-C (0.19.8-9)
HG03195_hap2_hprc_r2_v1.0.1	109	106	87	63	1	63	flank	flank	4.861	4	25	18	3	16	2	2	2	84	0	44252.0	1	40	0	10	HG03195	hap2	hifiasm	0.19.9	hic	hprc	4316635.0	hifiasm Hi-C (0.19.8-9)
NA20799_hap1_hprc_r2_v1.0.1	248	238	197	77	1	77	flank	flank	7.929	8	52	44	7	24	3	17	3	196	0	44938.0	4	87	4	13	NA20799	hap1	hifiasm	0.19.9	hic	hprc	9394947.0	hifiasm Hi-C (0.19.8-9)
NA19240_pat_hprc_r2_v1.0.1	130	128	98	150	1	150	flank	flank	4.986	5	28	21	4	21	0	0	0	102	0	44267.0	1	46	0	10	NA19240	pat	hifiasm	0.19.9	trio	hprc	4528821.0	hifiasm trio (0.19.9)
HG01928_mat_hprc_r2_v1.0.1	91	88	52	115	1	115	flank	flank	4.928	5	22	18	2	15	2	9	2	69	0	44849.0	2	34	0	10	HG01928	mat	hifiasm	0.19.9	trio	hprc	3399320.0	hifiasm trio (0.19.9)
NA19159_hap2_hprc_r2_v1.0.1	159	152	122	140	1	140	flank	flank	2.98	3	27	26	4	15	1	11	1	132	2	44272.5	0	42	4	8	NA19159	hap2	hifiasm	0.19.9	hic	hprc	6093903.0	hifiasm Hi-C (0.19.8-9)
HG03130_hap2_hprc_r2_v1.0.1	150	144	114	115	1	115	flank	flank	3.308	3	28	24	3	29	1	29	1	122	2	44260.0	3	47	1	8	HG03130	hap2	hifiasm	0.19.9	hic	hprc	5244191.0	hifiasm Hi-C (0.19.8-9)
NA20752_hap1_hprc_r2_v1.0.1	151	150	84	77	1	77	flank	flank	3.974	4	37	27	3	12	1	2	1	114	2	44902.5	26	66	0	8	NA20752	hap1	hifiasm	0.19.9	hic	hprc	5171828.0	hifiasm Hi-C (0.19.8-9)
HG02178_hap2_hprc_r2_v1.0.1	68	64	45	84	1	84	flank	flank	6.796	7	16	11	0	9	3	14	3	52	2	44064.5	6	17	2	13	HG02178	hap2	hifiasm	0.19.9	hic	hprc	2569955.0	hifiasm Hi-C (0.19.8-9)
HG01928_pat_hprc_r2_v1.0.1	109	102	74	100	1	100	flank	flank	4.947	5	27	24	2	11	0	0	0	82	0	44882.5	3	42	2	10	HG01928	pat	hifiasm	0.19.9	trio	hprc	3638189.0	hifiasm trio (0.19.9)
NA19240_mat_hprc_r2_v1.0.1	67	66	48	45	1	45	flank	flank	4.908	5	22	14	0	8	3	19	3	45	0	44378.0	0	34	0	10	NA19240	mat	hifiasm	0.19.9	trio	hprc	2284432.0	hifiasm trio (0.19.9)
HG02040_hap2_hprc_r2_v1.0.1	125	119	93	70	1	70	flank	flank	7.228	7	23	19	4	17	1	5	1	102	0	44883.0	1	31	2	13	HG02040	hap2	hifiasm	0.19.9	hic	hprc	4568605.0	hifiasm Hi-C (0.19.8-9)
NA20762_hap1_hprc_r2_v1.0.1	20	15	12	166	2	86	flank	gap	3.678	4	7	6	0	4	1	2	1	13	0	44814.0	0	3	3	8	NA20762	hap1	verkko	2.2.1	hic	hpp	737293.0	Verkko
HG03139_hap1_hprc_r2_v1.0.1	86	86	69	71	1	71	flank	contig_end	6.971	7	22	19	0	8	2	8	2	64	0	44272.0	4	30	3	11	HG03139	hap1	hifiasm	0.19.9	hic	hprc	3384025.0	hifiasm Hi-C (0.19.8-9)
HG02622_mat_hprc_r2_v1.0.1	147	141	107	84	1	84	flank	flank	4.988	5	45	35	2	13	0	0	0	102	0	44378.0	3	81	1	8	HG02622	mat	hifiasm	0.19.7	trio	hprc	5160706.0	hifiasm trio (0.19.7)
HG03239_pat_hprc_r2_v1.0.1	119	119	56	108	1	108	flank	flank	5.08	5	37	28	1	10	1	8	1	82	0	44689.5	12	64	0	10	HG03239	pat	hifiasm	0.19.9	trio	hprc	4017705.0	hifiasm trio (0.19.9)
HG02132_mat_hprc_r2_v1.0.1	114	109	66	105	1	105	flank	flank	5.068	5	33	27	3	14	3	23	3	81	0	44721.0	5	56	0	10	HG02132	mat	hifiasm	0.19.7	trio	hprc	4059151.0	hifiasm trio (0.19.7)
HG00639_pat_hprc_r2_v1.0.1	135	133	74	70	1	70	flank	flank	4.966	5	31	23	5	19	1	7	1	104	0	44376.5	13	52	0	10	HG00639	pat	hifiasm	0.19.9	trio	hprc	4930587.0	hifiasm trio (0.19.9)
HG03927_pat_hprc_r2_v1.0.1	81	77	48	69	1	69	flank	flank	4.934	5	27	17	1	10	1	2	1	54	2	44377.0	1	44	0	10	HG03927	pat	hifiasm	0.19.7	trio	hprc	2179619.0	hifiasm trio (0.19.7)
HG02392_hap2_hprc_r2_v1.0.1	156	146	99	100	1	100	flank	flank	4.339	4	36	32	3	16	2	8	2	120	2	44906.5	6	63	2	7	HG02392	hap2	hifiasm	0.19.9	hic	hprc	4946654.0	hifiasm Hi-C (0.19.8-9)
HG01175_pat_hprc_r2_v1.0.1	61	61	42	91	1	91	flank	flank	4.976	5	25	14	0	8	2	13	2	36	0	44954.0	5	40	0	10	HG01175	pat	hifiasm	0.19.7	trio	hprc	2105354.0	hifiasm trio (0.19.7)
HG00253_hap2_hprc_r2_v1.0.1	98	94	64	95	2	76	flank	flank	4.987	5	20	16	1	18	0	0	0	78	0	44402.5	5	30	0	10	HG00253	hap2	hifiasm	0.19.9	hic	hprc	3519716.0	hifiasm Hi-C (0.19.8-9)
HG00323_hap1_hprc_r2_v1.0.1	153	146	94	98	1	98	flank	flank	5.304	5	40	31	2	23	0	0	0	113	0	44862.0	13	69	1	10	HG00323	hap1	hifiasm	0.19.9	hic	hprc	5557141.0	hifiasm Hi-C (0.19.8-9)
HG03050_pat_hprc_r2_v1.0.1	115	108	78	47	1	47	flank	flank	4.397	4	43	31	1	11	0	0	0	72	0	44233.0	2	75	1	10	HG03050	pat	hifiasm	0.19.9	trio	hprc	3188919.0	hifiasm trio (0.19.9)
HG02630_mat_hprc_r2_v1.0.1	168	161	112	84	1	84	flank	flank	5.093	5	44	32	3	18	1	11	1	124	12	44330.0	2	78	0	10	HG02630	mat	hifiasm	0.19.7	trio	hprc	6085722.0	hifiasm trio (0.19.7)
HG01261_pat_hprc_r2_v1.0.1	111	103	71	67	1	67	flank	flank	4.62	5	26	20	2	19	2	13	2	85	0	44894.0	2	42	0	10	HG01261	pat	hifiasm	0.19.7	trio	hprc	4116026.0	hifiasm trio (0.19.7)
HG03098_pat_hprc_r2_v1.0.1	115	110	67	83	1	83	flank	flank	4.937	5	33	25	2	12	1	7	1	82	0	44265.0	1	56	0	10	HG03098	pat	hifiasm	0.19.9	trio	hprc	3986495.0	hifiasm trio (0.19.9)
HG04187_pat_hprc_r2_v1.0.1	165	161	85	107	1	107	flank	flank	5.031	5	56	42	2	14	0	0	0	109	0	44921.0	5	104	0	8	HG04187	pat	hifiasm	0.19.9	trio	hprc	5349374.0	hifiasm trio (0.19.9)
HG03369_hap1_hprc_r2_v1.0.1	210	208	173	93	1	93	flank	flank	4.007	4	34	28	7	18	0	0	0	176	0	44868.0	3	58	0	10	HG03369	hap1	hifiasm	0.19.9	hic	hprc	8207869.0	hifiasm Hi-C (0.19.8-9)
HG01252_pat_hprc_r2_v1.0.1	93	89	74	167	1	167	flank	flank	4.969	5	19	17	1	13	2	14	2	74	0	44976.5	1	28	0	10	HG01252	pat	hifiasm	0.19.9	trio	hprc	3706859.0	hifiasm trio (0.19.9)
NA18940_hap1_hprc_r2_v1.0.1	30	29	28	48	1	48	flank	flank	1.396	1	3	3	1	16	1	6	1	27	0	44887.0	0	2	0	4	NA18940	hap1	hifiasm	0.19.8	hic	hpp	1351552.0	hifiasm Hi-C (0.19.8-9)
HG06807_mat_v1	39	37	26	88	1	88	flank	flank	4.988	5	7	5	1	12	3	16	3	32	6	44244.5	2	0	4	10	HG06807	mat	verkko	2	trio	extramural		reference
NA18570_hap1_hprc_r2_v1.0.1	110	105	90	103	1	103	flank	flank	5.859	6	27	25	0	8	3	7	2	83	0	44941.0	2	39	2	13	NA18570	hap1	hifiasm	0.19.9	hic	hprc	3955155.0	hifiasm Hi-C (0.19.8-9)
HG03471_hap1_hprc_r2_v1.0.1	152	150	86	136	1	136	flank	flank	5.114	5	34	29	3	16	1	16	1	118	0	44972.5	10	53	6	9	HG03471	hap1	hifiasm	0.19.9	hic	hprc	5745219.0	hifiasm Hi-C (0.19.8-9)
NA18505_hap1_hprc_r2_v1.0.1	126	122	99	104	2	82	flank	contig_end	3.127	3	29	25	2	18	1	5	1	97	0	44799.0	3	47	2	9	NA18505	hap1	hifiasm	0.19.9	hic	hprc	4669764.0	hifiasm Hi-C (0.19.8-9)
NA20809_hap1_hprc_r2_v1.0.1	124	119	90	71	1	71	flank	flank	6.457	7	35	29	3	13	2	17	2	89	2	44831.0	3	57	0	13	NA20809	hap1	hifiasm	0.19.9	hic	hprc	4255298.0	hifiasm Hi-C (0.19.8-9)
HG02514_pat_hprc_r2_v1.0.1	94	92	59	93	1	93	flank	flank	5.254	5	21	14	3	15	1	15	1	73	0	44850.0	0	32	0	10	HG02514	pat	hifiasm	0.19.9	trio	hprc	3573629.0	hifiasm trio (0.19.9)
HG02965_hap2_hprc_r2_v1.0.1	133	130	80	75	1	75	flank	flank	7.767	8	29	24	3	13	3	18	3	104	0	44292.5	22	45	0	13	HG02965	hap2	hifiasm	0.19.9	hic	hprc	5080807.0	hifiasm Hi-C (0.19.8-9)
HG00609_mat_hprc_r2_v1.0.1	96	89	68	75	1	75	flank	flank	4.971	5	36	25	0	9	0	0	0	60	0	44914.0	0	63	0	9	HG00609	mat	hifiasm	0.19.7	trio	hprc	2994363.0	hifiasm trio (0.19.7)
HG01106_pat_hprc_r2_v1.0.1	92	85	59	128	1	128	flank	flank	4.968	5	33	24	0	7	2	8	2	59	0	44895.0	2	56	0	10	HG01106	pat	hifiasm	0.19.7	trio	hprc	3013518.0	hifiasm trio (0.19.7)
HG00741_pat_hprc_r2_v1.0.1	121	117	96	187	1	187	flank	flank	5.039	5	32	23	2	14	0	0	0	89	0	44851.0	2	54	0	10	HG00741	pat	hifiasm	0.19.7	trio	hprc	4317443.0	hifiasm trio (0.19.7)
HG04184_mat_hprc_r2_v1.0.1	139	131	86	66	1	66	flank	flank	4.945	5	49	38	0	6	0	0	0	90	0	44914.0	3	88	0	10	HG04184	mat	hifiasm	0.19.7	trio	hprc	4194902.0	hifiasm trio (0.19.7)
NA18944_hap1_hprc_r2_v1.0.1	129	126	92	83	1	83	flank	flank	6.813	7	20	20	3	25	4	42	4	109	2	44840.0	13	27	1	12	NA18944	hap1	hifiasm	0.19.8	hic	hpp	4356313.0	hifiasm Hi-C (0.19.8-9)
HG02738_pat_hprc_r2_v1.0.1	137	130	106	64	1	64	flank	flank	5.191	5	40	30	2	11	1	11	1	97	0	44844.0	5	70	0	10	HG02738	pat	hifiasm	0.19.7	trio	hprc	4441118.0	hifiasm trio (0.19.7)
NA18565_hap2_hprc_r2_v1.0.1	77	72	62	36	1	36	flank	flank	5.95	6	20	16	1	15	0	0	0	57	0	44820.0	1	31	0	9	NA18565	hap2	hifiasm	0.19.9	hic	hprc	2901830.0	hifiasm Hi-C (0.19.8-9)
NA20850_hap1_hprc_r2_v1.0.1	92	87	64	179	1	179	flank	flank	6.814	7	22	16	4	13	1	10	1	70	4	44788.0	6	34	0	10	NA20850	hap1	hifiasm	0.19.9	hic	hprc	3163553.0	hifiasm Hi-C (0.19.8-9)
HG00329_hap2_hprc_r2_v1.0.1	97	89	66	60	1	60	flank	flank	5.971	6	20	17	2	13	3	15	3	77	0	44427.0	1	29	0	11	HG00329	hap2	hifiasm	0.19.9	hic	hprc	3874288.0	hifiasm Hi-C (0.19.8-9)
HG01981_pat_hprc_r2_v1.0.1	120	118	94	105	1	105	flank	flank	5.025	5	35	26	1	17	0	0	0	85	0	44788.0	2	62	0	8	HG01981	pat	hifiasm	0.19.7	trio	hprc	4371246.0	hifiasm trio (0.19.7)
HG04228_pat_hprc_r2_v1.0.1	103	97	79	47	1	47	flank	flank	5.087	5	29	23	1	11	2	11	2	74	0	44830.0	0	48	0	10	HG04228	pat	hifiasm	0.19.9	trio	hprc	3523071.0	hifiasm trio (0.19.9)
HG01496_pat_hprc_r2_v1.0.1	134	131	95	56	1	56	flank	flank	4.839	5	33	27	3	15	1	7	1	101	0	44872.0	0	56	0	10	HG01496	pat	hifiasm	0.19.7	trio	hprc	4589200.0	hifiasm trio (0.19.7)
HG03041_mat_hprc_r2_v1.0.1	106	104	68	89	1	89	flank	flank	5.025	5	20	16	4	18	1	6	1	86	0	44234.0	0	30	0	10	HG03041	mat	hifiasm	0.19.9	trio	hprc	3946033.0	hifiasm trio (0.19.9)
HG01993_pat_hprc_r2_v1.0.1	125	120	88	85	1	85	flank	flank	5.799	2	29	23	2	15	1	15	1	96	0	44888.0	10	45	4	9	HG01993	pat	hifiasm	0.19.7	trio	hprc	4534819.0	hifiasm trio (0.19.7)
GCA_000001405.15_GRCh38_no_alt_analysis_set	8	5	5	17	1	17	gap	flank	5.604	1	4	4	0	2	0	0	0	4	0	44210.5	0	2	3	3	GRCh38	ref				extramural		reference
HG00558_mat_hprc_r2_v1.0.1	62	60	46	103	1	103	flank	flank	5.001	5	13	10	1	13	3	21	3	49	0	44919.0	1	16	0	10	HG00558	mat	hifiasm	0.19.9	trio	hprc	1991217.0	hifiasm trio (0.19.9)
HG03669_mat_hprc_r2_v1.0.1	68	64	42	91	1	91	flank	flank	4.96	5	31	18	0	5	0	0	0	37	0	44982.0	0	51	2	9	HG03669	mat	hifiasm	0.19.7	trio	hprc	2048420.0	hifiasm trio (0.19.7)
HG01243_mat_hprc_r2_v1.0.1	66	65	51	156	1	156	flank	flank	4.977	5	22	17	0	8	1	7	1	44	2	44322.0	0	34	0	10	HG01243	mat	hifiasm	0.19.9	trio	hprc	1952439.0	hifiasm trio (0.19.9)
HG00658_pat_hprc_r2_v1.0.1	106	102	61	57	1	57	flank	flank	4.229	4	36	29	0	7	0	0	0	70	0	44337.5	0	63	2	7	HG00658	pat	hifiasm	0.19.9	trio	hprc	3808421.0	hifiasm trio (0.19.9)
HG02486_mat_hprc_r2_v1.0.1	87	82	50	73	1	73	flank	flank	5.01	5	23	19	2	13	0	0	0	64	0	44454.0	1	36	0	10	HG02486	mat	hifiasm	0.19.7	trio	hprc	3127331.0	hifiasm trio (0.19.7)
HG00140_hap1_hprc_r2_v1.0.1	171	166	133	118	1	118	flank	flank	4.269	4	31	29	4	24	1	3	1	140	0	44922.0	1	53	0	9	HG00140	hap1	hifiasm	0.19.9	hic	hprc	6446504.0	hifiasm Hi-C (0.19.8-9)
HG01784_hap2_hprc_r2_v1.0.1	110	107	85	72	1	72	flank	flank	5.006	5	19	15	5	19	1	9	1	91	0	44806.0	1	26	2	10	HG01784	hap2	hifiasm	0.19.9	hic	hprc	3847669.0	hifiasm Hi-C (0.19.8-9)
HG00423_pat_hprc_r2_v1.0.1	62	57	47	157	1	157	flank	flank	4.974	5	15	11	1	10	3	9	3	47	2	44789.0	3	20	0	10	HG00423	pat	hifiasm	0.19.9	trio	hprc	2263529.0	hifiasm trio (0.19.9)
HG03486_pat_hprc_r2_v1.0.1	129	124	100	148	1	148	flank	flank	5.098	5	34	32	2	12	0	0	0	95	2	44844.0	0	58	0	10	HG03486	pat	hifiasm	0.19.9	trio	hprc	4868205.0	hifiasm trio (0.19.9)
HG01934_mat_hprc_r2_v1.0.1	114	110	62	80	1	80	flank	flank	4.965	5	40	32	0	9	0	0	0	74	0	44833.0	0	68	2	10	HG01934	mat	hifiasm	0.19.9	trio	hprc	3554388.0	hifiasm trio (0.19.9)
HG02165_hap1_hprc_r2_v1.0.1	139	129	102	75	1	75	flank	flank	3.967	4	31	27	4	14	2	15	2	108	2	44854.0	2	52	1	9	HG02165	hap1	hifiasm	0.19.9	hic	hprc	4821042.0	hifiasm Hi-C (0.19.8-9)
HG00128_hap2_hprc_r2_v1.0.1	104	105	71	127	1	127	flank	flank	3.1	3	24	20	3	18	0	0	0	80	0	44842.5	6	40	1	7	HG00128	hap2	hifiasm	0.19.9	hic	hprc	4024993.0	hifiasm Hi-C (0.19.8-9)
HG02451_mat_hprc_r2_v1.0.1	76	74	54	191	1	191	flank	flank	5.099	5	21	19	0	9	2	9	2	55	3	44279.0	0	32	0	10	HG02451	mat	hifiasm	0.19.7	trio	hprc	2314396.0	hifiasm trio (0.19.7)
HG02055_mat_hprc_r2_v1.0.1	63	62	51	105	1	105	flank	flank	5.113	5	19	14	1	11	3	9	3	44	0	44838.0	0	28	0	10	HG02055	mat	hifiasm	0.19.9	trio	hprc	2348841.0	hifiasm trio (0.19.9)
HG00126_hap1_hprc_r2_v1.0.1	172	169	126	78	1	78	flank	flank	7.088	7	35	28	5	22	1	6	1	137	2	44823.0	4	56	2	12	HG00126	hap1	hifiasm	0.19.9	hic	hprc	5672249.0	hifiasm Hi-C (0.19.8-9)
NA21110_hap2_hprc_r2_v1.0.1	118	114	89	59	1	59	flank	flank	6.274	6	25	21	2	19	1	2	0	93	0	44817.0	1	38	0	12	NA21110	hap2	hifiasm	0.19.9	hic	hprc	4529324.0	hifiasm Hi-C (0.19.8-9)
HG02735_pat_hprc_r2_v1.0.1	150	153	98	125	1	125	flank	flank	4.176	4	50	35	2	13	0	0	0	100	0	44881.0	2	90	0	10	HG02735	pat	hifiasm	0.19.9	trio	hprc	3581957.0	hifiasm trio (0.19.9)
HG03742_hap2_hprc_r2_v1.0.1	129	130	89	113	1	113	flank	flank	6.843	7	27	22	4	17	2	12	2	102	0	44915.0	10	41	0	13	HG03742	hap2	hifiasm	0.19.9	hic	hprc	4802647.0	hifiasm Hi-C (0.19.8-9)
HG02109_mat_hprc_r2_v1.0.1	117	113	90	99	1	99	flank	flank	4.89	5	32	27	0	9	1	9	1	84	2	44775.5	1	54	0	10	HG02109	mat	hifiasm	0.19.9	trio	hprc	4160421.0	hifiasm trio (0.19.9)
NA19087_hap1_hprc_r2_v1.0.1	242	237	182	49	1	49	flank	flank	3.966	4	37	32	9	22	0	0	0	205	0	44902.0	3	63	2	9	NA19087	hap1	hifiasm	0.19.9	hic	hprc	9140212.0	hifiasm Hi-C (0.19.8-9)
HG01167_hap2_hprc_r2_v1.0.1	105	98	83	94	1	94	flank	flank	2.039	2	15	11	5	19	1	19	1	90	2	44882.5	3	22	1	7	HG01167	hap2	hifiasm	0.19.9	hic	hprc	3682785.0	hifiasm Hi-C (0.19.8-9)
HG00146_hap2_hprc_r2_v1.0.1	135	131	107	69	1	69	flank	flank	8.598	9	27	25	5	15	4	12	4	108	0	44819.5	2	40	0	14	HG00146	hap2	hifiasm	0.19.9	hic	hprc	4718801.0	hifiasm Hi-C (0.19.8-9)
HG03874_hap2_hprc_r2_v1.0.1	115	108	82	107	1	107	flank	flank	4.929	5	20	17	4	13	2	23	2	95	0	44875.0	4	27	2	11	HG03874	hap2	hifiasm	0.19.9	hic	hprc	3917602.0	hifiasm Hi-C (0.19.8-9)
HG04160_mat_hprc_r2_v1.0.1	61	57	36	103	1	103	flank	flank	4.9	5	22	16	0	7	2	13	2	39	0	44800.0	1	34	0	10	HG04160	mat	hifiasm	0.19.9	trio	hprc	1869480.0	hifiasm trio (0.19.9)
NA20870_hap1_hprc_r2_v1.0.1	110	107	70	97	1	97	flank	flank	4.904	5	28	20	1	13	1	4	1	82	2	44864.5	10	45	1	10	NA20870	hap1	hifiasm	0.19.9	hic	hprc	3826296.0	hifiasm Hi-C (0.19.8-9)
HG02074_mat_hprc_r2_v1.0.1	77	71	31	57	1	57	flank	flank	5.099	3	18	16	1	13	3	17	3	58	0	44536.0	9	26	0	10	HG02074	mat	hifiasm	0.19.9	trio	hprc	2633092.0	hifiasm trio (0.19.9)
HG01192_mat_hprc_r2_v1.0.1	80	77	53	79	1	79	flank	flank	4.926	5	23	20	2	10	2	5	2	57	0	44844.0	5	34	0	12	HG01192	mat	hifiasm	0.19.7	trio	hprc	2854151.0	hifiasm trio (0.19.7)
HG00321_hap2_hprc_r2_v1.0.1	110	104	90	164	1	164	flank	flank	4.256	4	19	15	4	21	1	10	1	91	0	44849.0	4	25	4	9	HG00321	hap2	hifiasm	0.19.9	hic	hprc	4354329.0	hifiasm Hi-C (0.19.8-9)
HG01099_mat_hprc_r2_v1.0.1	72	69	41	107	1	107	flank	flank	4.941	5	28	16	1	12	1	7	1	44	0	44870.5	1	46	0	10	HG01099	mat	hifiasm	0.19.7	trio	hprc	2110968.0	hifiasm trio (0.19.7)
HG02258_mat_hprc_r2_v1.0.1	89	84	65	105	1	105	flank	flank	5.022	5	25	20	0	9	2	11	2	64	0	44654.0	2	38	2	10	HG02258	mat	hifiasm	0.19.7	trio	hprc	2854557.0	hifiasm trio (0.19.7)
NA19443_hap2_hprc_r2_v1.0.1	136	136	120	54	1	54	flank	flank	4.015	4	21	20	5	22	3	46	3	115	0	44401.0	1	34	0	8	NA19443	hap2	hifiasm	0.19.9	hic	hprc	4719925.0	hifiasm Hi-C (0.19.8-9)
NA19835_hap2_hprc_r2_v1.0.1	158	153	134	87	1	87	flank	flank	6.203	6	33	24	4	17	1	17	1	125	6	44371.0	1	53	2	11	NA19835	hap2	hifiasm	0.19.9	hic	hprc	5984367.0	hifiasm Hi-C (0.19.8-9)
NA20827_hap2_hprc_r2_v1.0.1	20	13	8	127	2	120	gap	flank	3.611	3	9	5	0	5	2	7	2	9	0	44645.0	1	0	9	9	NA20827	hap2	verkko	2.2.1	hic	hpp	878400.0	Verkko
HG00350_hap2_hprc_r2_v1.0.1	128	124	80	141	1	141	flank	flank	6.342	6	31	21	4	21	1	1	1	97	2	44646.0	2	50	0	12	HG00350	hap2	hifiasm	0.19.9	hic	hprc	4676329.0	hifiasm Hi-C (0.19.8-9)
HG04204_pat_hprc_r2_v1.0.1	123	118	77	112	2	72	contig_end	flank	5.101	5	30	23	2	22	0	0	0	93	0	44619.0	5	50	0	10	HG04204	pat	hifiasm	0.19.9	trio	hprc	4444552.0	hifiasm trio (0.19.9)
HG02004_pat_hprc_r2_v1.0.1	96	89	66	98	1	98	flank	flank	5.454	5	32	25	1	17	0	0	0	64	0	44850.0	1	56	0	8	HG02004	pat	hifiasm	0.19.7	trio	hprc	3172442.0	hifiasm trio (0.19.7)
