assembly_name	status	n_regions	bp_extracted	est_bytes_fetched	seconds	bp_rdna_censat	bp_acro_parm	bp_unplaced_rdna	bp_5S_locus	n_acro_contigs_taken	n_acro_contigs_skipped	n_orientation_reversed	n_orientation_conflict	sequence_refetched	unplaced_tilescan_added	n_unplaced_tilescan_added	5S_method	5S_contig	5S_core	5S_left	5S_right	notes
HG005_pat_hprc_r2_v1.0.1	ok	56	88547815	20037013	36.2	80791938	76225137	9512542	798358	14	1	4	0	True	HG005#1#JAHEPO020000043.1,HG005#1#JAHEPO020000048.1,HG005#1#JAHEPO020000086.1,HG005#1#JAHEPO020000088.1,HG005#1#JAHEPO020000091.1	5	chain_both_flanks	HG005#1#JAHEPO020000011.1	97932457-98130815	HG005#1#JAHEPO020000011.1:97774148-97932457(+,158230bp)	HG005#1#JAHEPO020000011.1:98130815-98331084(+,199475bp)	5 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 1004266 bp)
HG00097_hap1_hprc_r2_v1.0.1	ok	47	74508427	17220853	3.3	72918374	68674682	3427340	794177	18	0	7	0	False	HG00097#1#JBIRDD010000026.1,HG00097#1#JBIRDD010000075.1	2	chain_both_flanks	HG00097#1#CM094060.1	230986545-231180722	HG00097#1#CM094060.1:230828208-230986545(+,158301bp)	HG00097#1#CM094060.1:231180722-231380340(+,199587bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 3141150 bp)
HG00235_hap1_hprc_r2_v1.0.1	ok	29	78697884	18712291	0.5	53837763	71729608	4548611	807437	13	2	3	0	False		0	chain_both_flanks	HG00235#1#CM094370.1	227307356-227514793	HG00235#1#CM094370.1:227149009-227307356(+,158232bp)	HG00235#1#CM094370.1:227514793-227714402(+,199583bp)	
HG00253_hap1_hprc_r2_v1.0.1	ok	36	92964100	23000903	26.0	91844021	87030664	3826725	897563	12	2	5	0	True	HG00253#1#JBIREJ010000074.1,HG00253#1#JBIREJ010000082.1	2	chain_both_flanks	HG00253#1#CM094457.1	229179832-229477395	HG00253#1#CM094457.1:229021589-229179832(+,158152bp)	HG00253#1#CM094457.1:229477395-229677294(+,199546bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 1238017 bp)
HG00272_hap1_hprc_r2_v1.0.1	ok	33	80862381	91784821	145.1	78868613	64880384	13399768	970000	12	0	0	0	True	HG00272#1#JBIRDN010000023.1,HG00272#1#JBIRDN010000030.1,HG00272#1#JBIRDN010000066.1	3	tile_scan_chr1	HG00272#1#CM094185.1	232300000-232670000			3 unplaced contig(s) without CenSat rDNA label added by tile screen (7 screened, 3043085 bp); 5S located by tile scan of 2 chr1 contigs (no usable chain)
HG00329_hap1_hprc_r2_v1.0.1	ok	27	93397860	22685798	4.1	79131521	89583240	884023	915320	16	1	5	2	False		0	chain_both_flanks	HG00329#1#JBIRDP010000016.1	90886058-91201378	HG00329#1#JBIRDP010000016.1:90727807-90886058(+,158182bp)	HG00329#1#JBIRDP010000016.1:91201378-91401002(+,199582bp)	
HG00344_hap1_hprc_r2_v1.0.1	ok	44	104468187	23196943	0.6	89811309	85885109	16196970	773879	19	2	4	2	False		0	chain_both_flanks	HG00344#1#CM094501.1	230857167-231031046	HG00344#1#CM094501.1:230698843-230857167(+,158225bp)	HG00344#1#CM094501.1:231031046-231230659(+,199578bp)	
HG00350_hap1_hprc_r2_v1.0.1	ok	44	87331420	21619497	26.2	70305874	73927029	10848999	943164	18	2	4	0	True	HG00350#1#JBIREL010000021.1,HG00350#1#JBIREL010000040.1,HG00350#1#JBIREL010000065.1	3	chain_both_flanks	HG00350#1#CM094469.1	223980442-224323606	HG00350#1#CM094469.1:223822171-223980442(+,158171bp)	HG00350#1#CM094469.1:224323606-224523895(+,199504bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2636062 bp)
HG01167_hap1_hprc_r2_v1.0.1	ok	40	94000150	20807962	0.5	92000848	73092163	17895335	997375	18	7	3	0	False		0	chain_both_flanks	HG01167#1#CM094523.1	230492358-230889733	HG01167#1#CM094523.1:230334084-230492358(+,158224bp)	HG01167#1#CM094523.1:230889733-231089817(+,199374bp)	
HG03369_hap1_hprc_r2_v1.0.1	ok	41	82181859	17566243	23.1	81149804	71040422	8718082	811126	17	0	4	0	True	HG03369#1#JBIREB010000035.1,HG03369#1#JBIREB010000040.1	2	chain_both_flanks	HG03369#1#CM094382.1	229986244-230197370	HG03369#1#CM094382.1:229829486-229986244(+,156671bp)	HG03369#1#CM094382.1:230197370-230398307(+,199492bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 125211 bp)
HG03521_hap1_hprc_r2_v1.0.1	ok	32	73213165	17201030	4.6	72445640	67111617	2961614	767525	12	1	4	0	False		0	chain_both_flanks	HG03521#1#CM094410.1	230605439-230772964	HG03521#1#CM094410.1:230447129-230605439(+,158239bp)	HG03521#1#CM094410.1:230772964-230973206(+,199449bp)	
HG03784_hap1_hprc_r2_v1.0.1	ok	49	99154012	24593292	29.9	71400432	90913890	5813705	814189	23	2	10	0	True	HG03784#1#JBIRDL010000035.1,HG03784#1#JBIRDL010000044.1,HG03784#1#JBIRDL010000047.1	3	chain_both_flanks	HG03784#1#CM094171.1	229146142-229360331	HG03784#1#CM094171.1:228987803-229146142(+,158334bp)	HG03784#1#CM094171.1:229360331-229560710(+,199469bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 5383767 bp)
NA18565_hap1_hprc_r2_v1.0.1	ok	28	73660678	17844783	6.8	72588279	65072924	6084807	890719	9	4	1	0	False		0	chain_both_flanks	NA18565#1#CM094316.1	227948755-228239474	NA18565#1#CM094316.1:227790411-227948755(+,158239bp)	NA18565#1#CM094316.1:228239474-228439883(+,199531bp)	
NA19682_hap1_hprc_r2_v1.0.1	ok	36	77980668	17456751	17.5	76376351	65193773	10060273	711354	11	0	3	0	True	NA19682#1#JBIRDJ010000029.1,NA19682#1#JBIRDJ010000050.1	2	chain_both_flanks	NA19682#1#JBIRDJ010000003.1	86135849-86247203	NA19682#1#JBIRDJ010000003.1:85977487-86135849(+,158239bp)	NA19682#1#JBIRDJ010000003.1:86247203-86446825(+,199587bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 243947 bp)
NA19776_hap1_hprc_r2_v1.0.1	ok	45	87659351	19915335	36.7	86487403	79395008	5705441	946674	16	1	6	0	True	NA19776#1#JBIRDB010000070.1	1	chain_both_flanks	NA19776#1#CM094007.1	234819762-235166436	NA19776#1#CM094007.1:234661407-234819762(+,158241bp)	NA19776#1#CM094007.1:235166436-235366089(+,199554bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 177113 bp)
NA19835_hap1_hprc_r2_v1.0.1	ok	41	82174047	19283749	19.2	69058725	73431329	6360872	769627	18	1	5	0	True	NA19835#1#JBIRCZ010000072.1	1	chain_both_flanks	NA19835#1#CM094021.1	222483535-222653162	NA19835#1#CM094021.1:222325173-222483535(+,158256bp)	NA19835#1#CM094021.1:222653162-222852825(+,199539bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 2615091 bp)
NA19909_hap1_hprc_r2_v1.0.1	ok	30	79930242	16549658	0.5	79181054	64565575	13003251	749188	7	3	1	0	False		0	chain_both_flanks	NA19909#1#JBIRDH010000042.1	228751029-228900217	NA19909#1#JBIRDH010000042.1:228592693-228751029(+,158236bp)	NA19909#1#JBIRDH010000042.1:228900217-229100283(+,199537bp)	
NA20282_hap1_hprc_r2_v1.0.1	ok	30	85964598	18494216	40.0	79590580	76435531	7129409	787430	13	1	3	0	True	NA20282#1#JBIRDT010000028.1	1	chain_both_flanks	NA20282#1#JBIRDT010000003.1	221599333-221786763	NA20282#1#JBIRDT010000003.1:221442593-221599333(+,156677bp)	NA20282#1#JBIRDT010000003.1:221786763-221987268(+,199477bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 2490327 bp)
NA20346_hap1_hprc_r2_v1.0.1	ok	46	99040622	22200010	3.8	98260761	89634481	6611004	779861	20	2	8	0	False		0	chain_both_flanks	NA20346#1#JBIRDR010000005.1	83960049-84139910	NA20346#1#JBIRDR010000005.1:83803397-83960049(+,156589bp)	NA20346#1#JBIRDR010000005.1:84139910-84340838(+,199482bp)	
NA20809_hap1_hprc_r2_v1.0.1	ok	51	110435824	26179541	2.4	93610920	98920381	8864859	760558	22	3	6	0	False		0	chain_both_flanks	NA20809#1#JBIRDZ010000008.1	79056489-79217047	NA20809#1#JBIRDZ010000008.1:78898176-79056489(+,158282bp)	NA20809#1#JBIRDZ010000008.1:79217047-79417222(+,199471bp)	
NA20850_hap1_hprc_r2_v1.0.1	ok	31	90682443	20884761	34.2	84058997	82939192	4724169	1003805	14	0	6	0	True	NA20850#1#JBIRDV010000051.1	1	chain_both_flanks	NA20850#1#CM094290.1	221412189-221815994	NA20850#1#CM094290.1:221253867-221412189(+,158308bp)	NA20850#1#CM094290.1:221815994-222016379(+,199472bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 5881675 bp)
NA21102_hap1_hprc_r2_v1.0.1	ok	39	93789729	21465281	32.3	80487619	86511878	4817711	847912	20	0	5	0	True	NA21102#1#JBIREH010000044.1,NA21102#1#JBIREH010000062.1	2	chain_both_flanks	NA21102#1#CM094422.1	231459251-231707163	NA21102#1#CM094422.1:231300897-231459251(+,158226bp)	NA21102#1#CM094422.1:231707163-231906792(+,199532bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 241898 bp)
NA21144_hap1_hprc_r2_v1.0.1	ok	44	94977074	23043979	27.7	78125072	83207666	9336004	821176	20	3	7	1	True	NA21144#1#JBIRDF010000019.1,NA21144#1#JBIRDF010000027.1,NA21144#1#JBIRDF010000077.1	3	chain_both_flanks	NA21144#1#CM094090.1	230126897-230348073	NA21144#1#CM094090.1:229968583-230126897(+,158219bp)	NA21144#1#CM094090.1:230348073-230548282(+,199474bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 5528027 bp)
HG00735_pat_hprc_r2_v1.0.1	ok	32	77671130	20262192	3.7	64302229	67739738	7576895	742269	14	1	2	0	False		0	chain_both_flanks	HG00735#1#JAHBCH020000015.1	87983850-88126119	HG00735#1#JAHBCH020000015.1:87825513-87983850(+,158239bp)	HG00735#1#JAHBCH020000015.1:88126119-88325728(+,199580bp)	
HG02155_hap1_hprc_r2_v1.0.1	ok	38	86038392	20270241	27.5	73003610	79405124	4191290	829750	15	0	6	0	True	HG02155#1#JBIECB010000026.1,HG02155#1#JBIECB010000035.1	2	chain_both_flanks	HG02155#1#JBIECB010000050.1	96505811-96735561	HG02155#1#JBIECB010000050.1:96347489-96505811(+,158217bp)	HG02155#1#JBIECB010000050.1:96735561-96934916(+,199282bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 2351861 bp)
HG02630_pat_hprc_r2_v1.0.1	ok	57	90868197	23795006	25.4	76651195	76390128	12130418	735424	20	5	5	0	True	HG02630#1#JAHAOQ020000044.1	1	chain_both_flanks	HG02630#1#JAHAOQ020000006.1	93577977-93713401	HG02630#1#JAHAOQ020000006.1:93421278-93577977(+,156655bp)	HG02630#1#JAHAOQ020000006.1:93713401-93912993(+,199461bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (8 screened, 7479042 bp)
HG03139_hap1_hprc_r2_v1.0.1	ok	31	82018163	16764198	3.3	80075629	70867046	8379016	756824	13	0	2	0	False		0	chain_flanks_split_contigs			HG03139#1#JBIEBX010000039.1:228272302-228430586(+,158191bp)	HG03139#1#JBIEBX010000015.1:0-199342(+,198775bp)	5S lift partial: chain_flanks_split_contigs
HG03470_hap1_hprc_r2_v1.0.1	ok	47	92263997	20992215	30.8	77722636	68297794	21571128	782848	19	2	6	0	True	HG03470#1#JBICSF010000014.1,HG03470#1#JBICSF010000067.1	2	chain_both_flanks	HG03470#1#JBICSF010000001.1	87259139-87441987	HG03470#1#JBICSF010000001.1:87102821-87259139(+,156262bp)	HG03470#1#JBICSF010000001.1:87441987-87640621(+,197930bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 645776 bp)
HG03579_pat_hprc_r2_v1.0.1	ok	42	94890891	21560685	25.3	66949556	85305600	6703795	883671	21	3	7	0	True	HG03579#1#JAGYVU020000074.1	1	chain_both_flanks	HG03579#1#CM088940.1	224116186-224399857	HG03579#1#CM088940.1:223957896-224116186(+,158194bp)	HG03579#1#CM088940.1:224399857-224600400(+,199514bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 306278 bp)
NA20805_hap1_hprc_r2_v1.0.1	ok	41	84342975	20793184	4.0	70933735	72219173	9185448	771803	14	3	4	0	False		0	chain_both_flanks	NA20805#1#CM091884.1	234189104-234360907	NA20805#1#CM091884.1:234030851-234189104(+,158141bp)	NA20805#1#CM091884.1:234360907-234560852(+,199501bp)	
HG00408_mat_hprc_r2_v1.0.1	ok	32	80807016	18137695	2.1	79863053	74417209	4028333	749246	13	2	5	0	False		0	chain_both_flanks	HG00408#2#JBHDVL010000014.1	84838475-84987721	HG00408#2#JBHDVL010000014.1:84680189-84838475(+,158197bp)	HG00408#2#JBHDVL010000014.1:84987721-85187308(+,199553bp)	
HG00597_mat_hprc_r2_v1.0.1	ok	52	102018725	23573210	77.4	83952544	92421080	7224991	760426	19	4	3	0	False		0	chain_both_flanks	HG00597#2#CM085779.1	232559873-232720299	HG00597#2#CM085779.1:232401543-232559873(+,158206bp)	HG00597#2#CM085779.1:232720299-232919897(+,199565bp)	
HG01192_mat_hprc_r2_v1.0.1	ok	31	91228289	19398575	20.0	77503506	84674363	4163074	778633	15	0	5	0	True	HG01192#2#JBHDVJ010000030.1,HG01192#2#JBHDVJ010000032.1	2	chain_both_flanks	HG01192#2#JBHDVJ010000014.1	96142273-96320906	HG01192#2#JBHDVJ010000014.1:95983962-96142273(+,158218bp)	HG01192#2#JBHDVJ010000014.1:96320906-96521163(+,199514bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 263189 bp)
HG01261_mat_hprc_r2_v1.0.1	ok	33	85657227	19464717	1.9	84883037	75675433	7595376	774190	14	0	7	1	False		0	chain_both_flanks	HG01261#2#CM085915.1	230209463-230383653	HG01261#2#CM085915.1:230051114-230209463(+,158203bp)	HG01261#2#CM085915.1:230383653-230583702(+,199562bp)	
HG02015_mat_hprc_r2_v1.0.1	ok	41	81813717	18999593	5.1	77121639	72590244	6830812	780433	15	2	4	0	False		0	chain_both_flanks	HG02015#2#CM085897.1	226620347-226800780	HG02015#2#CM085897.1:226462046-226620347(+,158209bp)	HG02015#2#CM085897.1:226800780-227000412(+,199527bp)	
HG02056_mat_hprc_r2_v1.0.1	ok	31	72943479	16604150	23.9	71685287	68838462	1698820	793969	11	3	4	0	True	HG02056#2#JBHDVD010000031.1,HG02056#2#JBHDVD010000033.1,HG02056#2#JBHDVD010000072.1	3	chain_both_flanks	HG02056#2#CM085881.1	226084616-226278585	HG02056#2#CM085881.1:225926296-226084616(+,158235bp)	HG02056#2#CM085881.1:226278585-226478239(+,199602bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 519476 bp)
HG02129_mat_hprc_r2_v1.0.1	ok	39	81306923	19283311	20.8	79993943	76016043	2868754	809898	15	0	6	1	True	HG02129#2#JBHDVB010000024.1,HG02129#2#JBHDVB010000060.1	2	chain_both_flanks	HG02129#2#JBHDVB010000003.1	94508386-94718284	HG02129#2#JBHDVB010000003.1:94350051-94508386(+,158219bp)	HG02129#2#JBHDVB010000003.1:94718284-94917992(+,199609bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 3435630 bp)
HG02258_mat_hprc_r2_v1.0.1	ok	31	79747965	15282900	0.5	78265725	76233743	1062933	839061	13	0	5	0	False		0	chain_both_flanks	HG02258#2#CM085833.1	232794956-233034017	HG02258#2#CM085833.1:232636686-232794956(+,158174bp)	HG02258#2#CM085833.1:233034017-233234246(+,199419bp)	
HG03834_mat_hprc_r2_v1.0.1	ok	36	78740022	17309844	30.9	77685725	71041086	5310473	776234	12	2	3	0	True	HG03834#2#JBHDUX010000059.1,HG03834#2#JBHDUX010000080.1	2	chain_both_flanks	HG03834#2#CM085809.1	221841712-222017946	HG03834#2#CM085809.1:221683369-221841712(+,158225bp)	HG03834#2#CM085809.1:222017946-222217568(+,199587bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 143545 bp)
HG01975_mat_hprc_r2_v1.0.1	ok	42	96547159	22597602	35.2	70558732	85958275	8148847	827808	14	1	3	0	True	HG01975#2#JBJUVT010000078.1,HG01975#2#JBJUVT010000085.1	2	chain_both_flanks	HG01975#2#CM099808.1	226937623-227165431	HG01975#2#CM099808.1:226779378-226937623(+,158154bp)	HG01975#2#CM099808.1:227165431-227365130(+,199600bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 864168 bp)
HG02602_mat_hprc_r2_v1.0.1	ok	30	79802776	17324646	2.8	76909878	72654774	4787153	748622	15	0	4	0	False		0	chain_both_flanks	HG02602#2#JBJUVL010000011.1	89262650-89411272	HG02602#2#JBJUVL010000011.1:89105876-89262650(+,156705bp)	HG02602#2#JBJUVL010000011.1:89411272-89611700(+,199517bp)	
HG04187_mat_hprc_r2_v1.0.1	ok	60	88362156	21294908	31.7	87402568	69537786	16375309	836833	14	1	7	0	True	HG04187#2#JBJUVP010000078.1,HG04187#2#JBJUVP010000090.1	2	chain_both_flanks	HG04187#2#JBJUVP010000012.1	89199969-89436802	HG04187#2#JBJUVP010000012.1:89041720-89199969(+,158129bp)	HG04187#2#JBJUVP010000012.1:89436802-89636466(+,199566bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 266169 bp)
NA18879_hap2_hprc_r2_v1.0.1	ok	47	88338365	19055673	3.9	86819911	70468194	15526514	731438	14	2	2	0	False		0	chain_both_flanks	NA18879#2#CM099727.1	229358471-229489909	NA18879#2#CM099727.1:229200265-229358471(+,158133bp)	NA18879#2#CM099727.1:229489909-229690685(+,199488bp)	
NA20752_hap2_hprc_r2_v1.0.1	ok	50	87777274	19601585	29.4	86499735	78060298	7194538	910210	18	3	7	0	True	NA20752#2#JBJUVR010000023.1,NA20752#2#JBJUVR010000040.1	2	chain_both_flanks	NA20752#2#JBJUVR010000005.1	94807300-95117510	NA20752#2#JBJUVR010000005.1:94648971-94807300(+,158306bp)	NA20752#2#JBJUVR010000005.1:95117510-95317780(+,199490bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 3190497 bp)
HG02145_mat_hprc_r2_v1.0.1	ok	48	96432781	22395448	25.5	82815341	91246819	3151013	825791	15	7	4	0	True	HG02145#2#JAHKSF020000031.1,HG02145#2#JAHKSF020000081.1	2	chain_both_flanks	HG02145#2#JAHKSF020000006.1	85855916-86081707	HG02145#2#JAHKSF020000006.1:85697725-85855916(+,158121bp)	HG02145#2#JAHKSF020000006.1:86081707-86281936(+,199446bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 227139 bp)
HG00609_mat_hprc_r2_v1.0.1	ok	43	99840550	23616107	37.0	85727838	92298799	5562980	769603	20	3	8	0	True	HG00609#2#JBHDRY010000033.1,HG00609#2#JBHDRY010000074.1	2	chain_both_flanks	HG00609#2#CM086356.1	232354905-232524508	HG00609#2#CM086356.1:232196591-232354905(+,158215bp)	HG00609#2#CM086356.1:232524508-232724136(+,199594bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 367228 bp)
HG00642_mat_hprc_r2_v1.0.1	ok	28	71750559	15449253	5.2	66439421	67178720	2082678	876933	11	0	1	0	False		0	chain_both_flanks	HG00642#2#JBHDSU010000009.1	87268171-87545104	HG00642#2#JBHDSU010000009.1:87109860-87268171(+,158216bp)	HG00642#2#JBHDSU010000009.1:87545104-87744723(+,199515bp)	
HG00738_mat_hprc_r2_v1.0.1	ok	40	75722067	19253526	6.7	48928011	70558639	2720976	830224	16	3	4	0	False		0	chain_both_flanks	HG00738#2#JBHDSY010000002.1	89494982-89725206	HG00738#2#JBHDSY010000002.1:89336639-89494982(+,158235bp)	HG00738#2#JBHDSY010000002.1:89725206-89925465(+,199453bp)	
HG01099_mat_hprc_r2_v1.0.1	ok	33	80074620	16927189	27.9	78947812	72487171	5134240	840981	13	3	5	1	True	HG01099#2#JBHDRQ010000077.1	1	chain_both_flanks	HG01099#2#CM086269.1	226305358-226546339	HG01099#2#CM086269.1:226147045-226305358(+,158215bp)	HG01099#2#CM086269.1:226546339-226746231(+,199543bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 185036 bp)
HG01255_mat_hprc_r2_v1.0.1	ok	29	88958794	20175139	33.5	87932318	85639644	939574	767348	15	2	6	0	True	HG01255#2#JBHDTC010000023.1	1	chain_both_flanks	HG01255#2#CM086717.1	225062192-225229540	HG01255#2#CM086717.1:224903888-225062192(+,158200bp)	HG01255#2#CM086717.1:225229540-225429148(+,199510bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 179910 bp)
HG01346_mat_hprc_r2_v1.0.1	ok	36	93651345	21550725	51.3	92757583	86593904	4604117	841096	12	2	5	0	True	HG01346#2#JBHDSS010000026.1	1	chain_both_flanks	HG01346#2#JBHDSS010000011.1	87611481-87852577	HG01346#2#JBHDSS010000011.1:87453163-87611481(+,158230bp)	HG01346#2#JBHDSS010000011.1:87852577-88052252(+,199553bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 414587 bp)
HG01433_mat_hprc_r2_v1.0.1	ok	40	87615289	20328714	3.6	74420549	78272846	6893329	836886	12	0	4	0	False		0	chain_both_flanks	HG01433#2#JBHDSK010000011.1	93341882-93578768	HG01433#2#JBHDSK010000011.1:93183524-93341882(+,158234bp)	HG01433#2#JBHDSK010000011.1:93578768-93779233(+,199499bp)	
HG01496_mat_hprc_r2_v1.0.1	ok	20	81706405	17550029	0.5	68939057	79008933	317895	767348	11	3	4	0	False		0	chain_both_flanks	HG01496#2#CM086384.1	234227284-234394632	HG01496#2#CM086384.1:234068978-234227284(+,158202bp)	HG01496#2#CM086384.1:234394632-234594240(+,199510bp)	
HG01884_mat_hprc_r2_v1.0.1	ok	51	106238290	25300354	0.6	68986423	94675410	9136376	814276	22	1	5	0	False		0	chain_both_flanks	HG01884#2#CM086418.1	227353864-227568140	HG01884#2#CM086418.1:227195535-227353864(+,158258bp)	HG01884#2#CM086418.1:227568140-227767803(+,199522bp)	
HG01981_mat_hprc_r2_v1.0.1	ok	51	83506360	18215912	34.8	80093508	69603398	11514449	776285	15	1	3	0	True	HG01981#2#JBHDRW010000027.1,HG01981#2#JBHDRW010000029.1	2	chain_both_flanks	HG01981#2#JBHDRW010000007.1	92361902-92538187	HG01981#2#JBHDRW010000007.1:92203676-92361902(+,158147bp)	HG01981#2#JBHDRW010000007.1:92538187-92737846(+,199560bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 180823 bp)
HG01993_mat_hprc_r2_v1.0.1	ok	42	83592543	20371538	37.8	81744719	72894086	8664067	825222	18	4	3	1	True	HG01993#2#JBHDSM010000029.1,HG01993#2#JBHDSM010000046.1	2	chain_both_flanks	HG01993#2#JBHDSM010000007.1	89595024-89820246	HG01993#2#JBHDSM010000007.1:89436689-89595024(+,158320bp)	HG01993#2#JBHDSM010000007.1:89820246-90020646(+,199483bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (7 screened, 7511009 bp)
HG02004_mat_hprc_r2_v1.0.1	ok	32	77154478	17568542	4.5	76244399	70246837	4385334	910079	11	1	4	1	False		0	chain_both_flanks	HG02004#2#CM086310.1	223877031-224187110	HG02004#2#CM086310.1:223718698-223877031(+,158207bp)	HG02004#2#CM086310.1:224187110-224386740(+,199591bp)	
HG02027_mat_hprc_r2_v1.0.1	ok	33	84324657	20093493	29.2	77659345	74172339	7582000	958090	12	3	4	0	True	HG02027#2#JBHDTY010000042.1,HG02027#2#JBHDTY010000065.1	2	chain_both_flanks	HG02027#2#JBHDTY010000014.1	81776838-82134928	HG02027#2#JBHDTY010000014.1:81618520-81776838(+,158176bp)	HG02027#2#JBHDTY010000014.1:82134928-82335279(+,199460bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 5761501 bp)
HG02083_mat_hprc_r2_v1.0.1	ok	19	90586153	20995900	2.3	64775948	82020400	6168460	785065	10	3	1	0	False		0	chain_both_flanks	HG02083#2#JBHDTW010000013.1	89785820-89970885	HG02083#2#JBHDTW010000013.1:89627501-89785820(+,158212bp)	HG02083#2#JBHDTW010000013.1:89970885-90170492(+,199540bp)	
HG02132_mat_hprc_r2_v1.0.1	ok	38	73973834	15795700	1.9	73137069	65685526	5839315	836765	7	1	1	0	False		0	chain_both_flanks	HG02132#2#JBHDTS010000017.1	88711416-88948181	HG02132#2#JBHDTS010000017.1:88553077-88711416(+,158220bp)	HG02132#2#JBHDTS010000017.1:88948181-89147806(+,199550bp)	
HG02280_mat_hprc_r2_v1.0.1	ok	44	106603215	24450749	75.9	68098274	102045089	2178577	767321	22	1	5	0	True	HG02280#2#JBHDRS010000051.1	1	chain_both_flanks	HG02280#2#JBHDRS010000066.1	88734787-88902108	HG02280#2#JBHDRS010000066.1:88576580-88734787(+,158132bp)	HG02280#2#JBHDRS010000066.1:88902108-89102882(+,199488bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 157675 bp)
HG02293_mat_hprc_r2_v1.0.1	ok	45	67791971	15910077	45.4	64470153	60577637	4848280	753826	14	4	4	0	True	HG02293#2#JBHDRO010000038.1	1	chain_both_flanks	HG02293#2#JBHDRO010000011.1	93864712-94018538	HG02293#2#JBHDRO010000011.1:93706381-93864712(+,158228bp)	HG02293#2#JBHDRO010000011.1:94018538-94218172(+,199575bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 5152868 bp)
HG02300_mat_hprc_r2_v1.0.1	ok	47	83613815	19054397	59.0	82495386	69185076	11990973	825538	12	3	2	0	True	HG02300#2#JBHDSE010000034.1,HG02300#2#JBHDSE010000084.1	2	chain_both_flanks	HG02300#2#JBHDSE010000056.1	87001277-87226815	HG02300#2#JBHDSE010000056.1:86842901-87001277(+,158265bp)	HG02300#2#JBHDSE010000056.1:87226815-87426482(+,199525bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2945580 bp)
HG02451_mat_hprc_r2_v1.0.1	ok	36	95187377	22439260	53.4	79651303	88297903	4248065	1029181	20	6	4	0	True	HG02451#2#JBHDRK010000073.1,HG02451#2#JBHDRK010000078.1	2	chain_both_flanks	HG02451#2#JBHDRK010000006.1	104092391-104521572	HG02451#2#JBHDRK010000006.1:103934084-104092391(+,158188bp)	HG02451#2#JBHDRK010000006.1:104521572-104721256(+,199555bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 2319455 bp)
HG02523_mat_hprc_r2_v1.0.1	ok	34	73493221	16610666	0.5	72721654	63700326	7409109	771567	9	1	3	0	False		0	chain_both_flanks	HG02523#2#CM086934.1	235422046-235593613	HG02523#2#CM086934.1:235263758-235422046(+,158198bp)	HG02523#2#CM086934.1:235593613-235793295(+,199555bp)	
HG02615_mat_hprc_r2_v1.0.1	ok	44	94703377	20545532	0.5	67421076	87479995	5142773	871452	24	1	5	0	False		0	chain_both_flanks	HG02615#2#JBHDTA010000006.1	118149353-118420805	HG02615#2#JBHDTA010000006.1:117992713-118149353(+,156577bp)	HG02615#2#JBHDTA010000006.1:118420805-118621733(+,199483bp)	
