sample	haplotype	hap_index	assembly_name	method	version	phasing	source	total_length	n_contigs	censat_rdna_n	censat_rdna_bp	chr13_contigs	chr13_t2t	chr13_gaps	chr13_n_random	chr13_rdna_bp	chr14_contigs	chr14_t2t	chr14_gaps	chr14_n_random	chr14_rdna_bp	chr15_contigs	chr15_t2t	chr15_gaps	chr15_n_random	chr15_rdna_bp	chr21_contigs	chr21_t2t	chr21_gaps	chr21_n_random	chr21_rdna_bp	chr22_contigs	chr22_t2t	chr22_gaps	chr22_n_random	chr22_rdna_bp	unplaced_rdna_bp	censat_source	missing_files	notes
HG01940	mat	2	HG01940_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031213631	56	28.0	2618029.0				1	55394				2	0				2	245388				3	289313				3	730445	1285270	local:hprc_censat		
HG01960	mat	2	HG01960_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3027539125	85	50.0	4265190.0				1	229203				3	517170				1	642402				5	866408				4	333121	1667729	local:hprc_censat		
HG01969	mat	2	HG01969_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3030812428	62	30.0	5142367.0	HG01969#2#CM088706.1	contig	0	0	416101				4	1421835				1	1032806				1	3078	HG01969#2#CM088709.1	contig	0	1	324025	1932294	local:hprc_censat		
HG01978	mat	2	HG01978_mat_hprc_r2_v1.1.0	hifiasm	0.19.9	trio	hprc	3036558507	83	39.0	4649902.0				3	332193				4	879668				4	11993				2	0				5	1256537	2157283	local:hprc_censat		
HG02071	mat	2	HG02071_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031209015	98	49.0	3237918.0				1	3079				4	623688				1	62841				2	143918				6	710342	1354568	local:hprc_censat		
HG02074	mat	2	HG02074_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031442582	98	32.0	2633092.0	HG02074#2#CM088302.1	scaffold	1	0	217280				4	465211				1	512438	HG02074#2#CM088306.1	scaffold	1	1	148114				3	251943	1025878	local:hprc_censat		
HG02135	mat	2	HG02135_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3023684719	101	53.0	4019198.0				4	286065				6	873983				2	154222				1	98321				3	802495	1791884	local:hprc_censat		
HG02257	mat	2	HG02257_mat_hprc_r2_v1.1.0	hifiasm	0.19.9	trio	hprc	3031873194	79	27.0	2660106.0				2	3079	HG02257#2#CM089267.1	scaffold	2	3	303984				3	8706				3	820439				2	810866	700804	local:hprc_censat		
HG02668	mat	2	HG02668_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3025438092	72	30.0	2870049.0				3	0				4	660621				1	267601				1	289472				5	54230	1585897	local:hprc_censat		
HG02717	mat	2	HG02717_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3046061858	76	55.0	4228253.0				1	236751				5	571651				1	194521				4	609456				2	276543	2327103	local:hprc_censat		
HG02809	mat	2	HG02809_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031064462	84	60.0	6357887.0				2	167637				7	1242245				2	293061				3	60069				8	983753	3276593	local:hprc_censat		
HG03017	mat	2	HG03017_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031248336	89	60.0	7439075.0				1	396141				8	2439967				1	918591				2	369763				3	363911	2938474	local:hprc_censat		
HG03041	mat	2	HG03041_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3041686390	64	30.0	3946033.0				1	3078				3	1125859				4	1179620	HG03041#2#CM088742.1	contig	0	5	1186231				2	234168	207910	local:hprc_censat		
HG03239	mat	2	HG03239_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3015261722	68	38.0	4190266.0				7	143511				6	758681				1	513180	HG03239#2#CM088772.1	contig	0	5	1208690				1	417359	1136617	local:hprc_censat		
HG03516	mat	2	HG03516_mat_hprc_r2_v1.1.0	hifiasm	0.19.9	trio	hprc	3025338566	72	42.0	2874178.0				4	392882	HG03516#2#CM089237.1	scaffold	4	3	461633	HG03516#2#CM089238.1	scaffold	1	0	286688				3	147033				6	628554	945160	local:hprc_censat		
HG03804	mat	2	HG03804_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3049871752	109	57.0	6202829.0				2	557561				6	674795				3	333525				4	387798				5	1348993	2887929	local:hprc_censat		
HG03942	mat	2	HG03942_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3039320953	103	58.0	4897405.0				4	54012				2	149117				1	468330				2	282344				9	1127056	2804328	local:hprc_censat		
HG04157	mat	2	HG04157_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3018953031	97	32.0	3453860.0				1	54877				4	1154218				2	61497				4	788063				4	703489	679488	local:hprc_censat		
HG04160	mat	2	HG04160_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3024231907	78	35.0	1869480.0	HG04160#2#CM088454.1	scaffold	1	0	233942				2	9177				1	108561				6	879134				2	107324	519114	local:hprc_censat		
HG04204	mat	2	HG04204_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3032284382	102	57.0	3880174.0				1	188802				3	377224				1	412983				5	665926				2	184507	2038504	local:hprc_censat		
HG04228	mat	2	HG04228_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3019442738	62	27.0	1821161.0				5	599079	HG04228#2#CM088515.1	scaffold	1	3	108408				1	241233				1	173090				1	142944	544179	local:hprc_censat		
HG00706	mat	2	HG00706_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3039539098	83	43.0	3762998.0				2	255823				4	659853				3	380109				3	408862				6	422727	1623396	local:hprc_censat		
HG03816	mat	2	HG03816_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3021560841	71	40.0	3387217.0				4	56099				7	1280548				1	18961				1	321357	HG03816#2#CM100053.1	contig	0	1	242424	1455600	local:hprc_censat		
HG00423	mat	2	HG00423_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3044750928	75	43.0	3225762.0				1	94626				6	854103				1	198203				3	598679	HG00423#2#CM089425.1	contig	0	0	59373	1408550	local:hprc_censat		
HG00544	mat	2	HG00544_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3027926088	62	38.0	3892444.0				3	3079				5	205101				1	717518				3	783428	HG00544#2#CM089395.1	contig	0	4	484202	1280794	local:hprc_censat		
HG01943	mat	2	HG01943_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3063349020	127	36.0	3776216.0				3	279043				5	832435				4	243981				3	288208				4	536733	1583588	local:hprc_censat		
HG02735	mat	2	HG02735_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3024621706	109	63.0	6284585.0				2	233999				5	946162				1	108511				4	517666				8	1112096	3353923	local:hprc_censat		
HG03225	hap2	2	HG03225_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3044600227	90	64.0	6891882.0				2	998287				9	1354745				4	325370				3	567520				7	1032436	2601296	local:hprc_censat		
NA19159	hap2	2	NA19159_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3020966200	69	38.0	6093903.0				1	376008				6	1408480				3	105884				6	2191926				3	144674	1857763	local:hprc_censat		
HG00126	hap2	2	HG00126_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3012536691	64	45.0	4179159.0				3	717029	HG00126#2#CM090131.1	contig	0	3	907566				1	105332				2	149309				5	837395	1453360	local:hprc_censat		
HG00128	hap2	2	HG00128_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3025377912	72	43.0	4024993.0				4	682741				5	325150	HG00128#2#CM090102.1	scaffold	3	0	246011				3	396665				3	137655	1785445	local:hprc_censat		
HG00133	hap2	2	HG00133_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3026136929	57	31.0	3542383.0				2	518166				4	975027				5	657315				2	282274	HG00133#2#CM090074.1	contig	0	1	156790	940583	local:hprc_censat		
HG00146	hap2	2	HG00146_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3061501463	85	39.0	4718801.0				2	462492				6	617835				2	0				4	1067499				8	543283	2015464	local:hprc_censat		
HG00232	hap2	2	HG00232_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3034866107	65	33.0	2764567.0				1	276112				4	364007	HG00232#2#CM090030.1	scaffold	1	0	341113				3	419725				5	561362	553957	local:hprc_censat		
HG00290	hap2	2	HG00290_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3023898091	57	43.0	5963054.0				1	799578				3	686930				1	197689				3	1539959				3	318641	2408029	local:hprc_censat		
HG00320	hap2	2	HG00320_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3033407114	76	40.0	5380118.0				9	413880				2	14440	HG00320#2#CM089972.1	contig	0	1	1181306				4	1032280				6	750319	1975665	local:hprc_censat		
HG00321	hap2	2	HG00321_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3020001351	57	34.0	4354329.0	HG00321#2#CM089579.1	scaffold	1	0	412139				5	1114712				1	936919				1	500479				3	522968	854884	local:hprc_censat		
HG01786	hap2	2	HG01786_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3031733984	89	48.0	5254483.0				3	278743				6	1006970				2	464021				4	236828				3	238882	3016811	local:hprc_censat		
HG02178	hap2	2	HG02178_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3045383483	59	29.0	2569955.0	HG02178#2#CM089943.1	scaffold	1	1	316605				4	800856				1	11994				3	62583				4	1194761	170928	local:hprc_censat		
HG02583	hap2	2	HG02583_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3040255669	67	37.0	5082015.0				3	742882				4	1142522				2	196678				4	517700	HG02583#2#CM089526.1	contig	0	1	150125	2319881	local:hprc_censat		
HG03270	hap2	2	HG03270_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3031194766	78	39.0	6045689.0				6	549743				10	1872161	HG03270#2#CM089919.1	scaffold	1	0	62006				2	278524				4	1051510	1138589	local:hprc_censat		
HG03583	hap2	2	HG03583_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3035597299	70	31.0	3986524.0				4	897724				6	426532				5	372106				4	550945				3	375996	808525	local:hprc_censat		
HG03874	hap2	2	HG03874_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3051246670	68	32.0	3917602.0	HG03874#2#CM089481.1	contig	0	0	507025				2	158735				6	790896				2	229680				1	461639	1760459	local:hprc_censat		
NA18505	hap2	2	NA18505_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3042920336	72	38.0	4802631.0				3	692833				5	818756				5	905027				3	1090907				2	55319	1227562	local:hprc_censat		
NA18508	hap2	2	NA18508_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3041464170	57	33.0	3489607.0				3	376260				4	209050				3	987334				4	505288				3	510533	888914	local:hprc_censat		
NA18608	hap2	2	NA18608_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3014238876	63	43.0	5406751.0				1	328617				4	1022345				2	102838				4	702714				3	907164	2330845	local:hprc_censat		
NA18620	hap2	2	NA18620_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3038456774	111	38.0	5662741.0				4	0				6	1718985				5	11993				6	436631				5	1147849	2335055	local:hprc_censat		
NA18952	hap2	2	NA18952_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3027422668	72	36.0	3204583.0				4	231867				5	1036533				2	11993				3	607565				4	300614	1003783	local:hprc_censat		
NA18974	hap2	2	NA18974_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3045553677	73	36.0	4291486.0				1	366633				8	1732600				3	20217				2	0				6	205965	1720227	local:hprc_censat		
NA18976	hap2	2	NA18976_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3043964170	88	35.0	3471800.0				4	380428				5	988095	NA18976#2#CM089767.1	scaffold	4	1	154791				2	96627	NA18976#2#CM089769.1	scaffold	2	3	844633	994998	local:hprc_censat		
NA19036	hap2	2	NA19036_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3028301465	70	43.0	4087820.0				3	229724				8	1121217				3	418168				4	224040				2	176620	1905824	local:hprc_censat		
NA19443	hap2	2	NA19443_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3023906516	66	34.0	4719925.0				1	3078				6	2349089				2	13234				3	912656				2	3054	1426586	local:hprc_censat		
NA19700	hap2	2	NA19700_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3018313210	56	40.0	4725387.0				1	829906				2	199878				2	11993				2	325184				6	1418731	1561550	local:hprc_censat		
NA20870	hap2	2	NA20870_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3036760052	84	47.0	3976819.0				2	101017				2	305422				2	158594				6	705862				5	300702	2392994	local:hprc_censat		
NA21093	hap2	2	NA21093_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3024821158	95	50.0	4711465.0				3	54858				8	449247				2	58676	NA21093#2#CM089616.1	scaffold	1	2	1057355				9	1046330	2032771	local:hprc_censat		
NA21106	hap2	2	NA21106_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3033287575	60	37.0	4103249.0				3	409322				6	935608				2	11994				2	1411390				4	243639	1079068	local:hprc_censat		
NA21110	hap2	2	NA21110_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3048786596	60	36.0	4529324.0				2	274793				3	518855	NA21110#2#CM089688.1	contig	0	1	110954				3	460612				5	668874	2483009	local:hprc_censat		
HG02392	hap2	2	HG02392_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3027554865	89	48.0	4946654.0				5	10068	HG02392#2#CM099895.1	scaffold	2	2	217132				3	11993				8	1014834	HG02392#2#CM099898.1	contig	0	0	96010	3584389	local:hprc_censat		
HG02514	mat	2	HG02514_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3021729166	69	39.0	3841526.0				1	225449				3	150828	HG02514#2#CM098754.1	contig	0	0	153739				1	98873				1	960550	2239859	local:hprc_censat		
HG02841	mat	2	HG02841_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3040448140	93	53.0	4179265.0				2	593173				12	395925				8	330314	HG02841#2#CM098683.1	contig	0	3	690870				3	328663	1828093	local:hprc_censat		
HG02984	mat	2	HG02984_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3041816495	84	40.0	4333987.0				2	0				4	232643	HG02984#2#CM098811.1	contig	0	0	62643	HG02984#2#CM098815.1	contig	0	2	199083	HG02984#2#CM098816.1	scaffold	1	4	1667818	2159582	local:hprc_censat		
HG03050	mat	2	HG03050_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3062408233	72	30.0	2386647.0				11	96579				5	1115247				1	200069				1	185014				2	321894	455617	local:hprc_censat		
NA20799	hap2	2	NA20799_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3021390685	68	39.0	6188163.0				2	856363				2	333626				1	412293				5	2319100				2	451323	1803235	local:hprc_censat		
HG01109	mat	2	HG01109_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031871038	121	54.0	3323544.0				3	372799				1	193943				3	13234				2	320869				4	922014	1491527	s3:working/HPRC_PLUS/HG01109/assemblies/release2/annotation/censat/HG01109_mat_hprc_r2_v1.cenSat.bed		
HG02055	mat	2	HG02055_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3032086906	98	32.0	2348841.0				2	324983				5	562494	HG02055#2#CM092201.1	contig	0	0	107416				2	53065				5	250242	1041474	s3:working/HPRC_PLUS/HG02055/assemblies/release2/annotation/censat/HG02055_mat_hprc_r2_v1.cenSat.bed		
HG02080	mat	2	HG02080_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3038075493	104	55.0	5321344.0				3	0				8	800502				6	11993				6	881665				3	332491	3275022	s3:working/HPRC_PLUS/HG02080/assemblies/release2/annotation/censat/HG02080_mat_hprc_r2_v1.cenSat.bed		
HG02109	mat	2	HG02109_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3032684314	74	42.0	4160421.0				1	272814				4	206790				1	242368				3	196888	HG02109#2#CM092156.1	contig	0	2	750085	2253240	s3:working/HPRC_PLUS/HG02109/assemblies/release2/annotation/censat/HG02109_mat_hprc_r2_v1.cenSat.bed		
HG02723	mat	2	HG02723_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3036432773	65	31.0	4044534.0				1	233858				5	1781470				8	110215	HG02723#2#CM092024.1	contig	0	3	433449	HG02723#2#CM092025.1	contig	0	4	971760	501554	s3:working/HPRC_PLUS/HG02723/assemblies/release2/annotation/censat/HG02723_mat_hprc_r2_v1.cenSat.bed		
HG02818	mat	2	HG02818_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3047574390	112	34.0	2527434.0				1	3079				6	880025				4	286699				4	283556				6	288605	773243	s3:working/HPRC_PLUS/HG02818/assemblies/release2/annotation/censat/HG02818_mat_hprc_r2_v1.cenSat.bed		
HG03098	mat	2	HG03098_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3066069042	103	38.0	2629958.0				12	59405				2	328481				2	292371				5	200133				2	184550	1555850	s3:working/HPRC_PLUS/HG03098/assemblies/release2/annotation/censat/HG03098_mat_hprc_r2_v1.cenSat.bed		
HG03486	mat	2	HG03486_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3035206788	115	49.0	3204118.0				6	0				6	613127				6	107757				3	3078				3	295727	2175272	s3:working/HPRC_PLUS/HG03486/assemblies/release2/annotation/censat/HG03486_mat_hprc_r2_v1.cenSat.bed		
NA18906	mat	2	NA18906_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3031789589	97	42.0	5060698.0				3	0				1	232870				2	639455				3	738600				6	1267018	2173587	s3:working/HPRC_PLUS/NA18906/assemblies/release2/annotation/censat/NA18906_mat_hprc_r2_v1.cenSat.bed		
NA20129	mat	2	NA20129_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3052034577	95	36.0	3849953.0				3	453692				3	966925	NA20129#2#CM092127.1	scaffold	1	0	331490				3	646427				5	555793	886458	s3:working/HPRC_PLUS/NA20129/assemblies/release2/annotation/censat/NA20129_mat_hprc_r2_v1.cenSat.bed		
NA21309	mat	2	NA21309_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3047919050	84	41.0	3409822.0				6	100488				6	1134958				2	739764				3	159066				8	420564	842754	s3:working/HPRC_PLUS/NA21309/assemblies/release2/annotation/censat/NA21309_mat_hprc_r2_v1.cenSat.bed		
HG00733	mat	2	HG00733_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3041659549	98	61.0	6990553.0				1	191213				5	1316037				8	858348				7	1140978				3	578108	2896701	s3:working/HPRC_PLUS/HG00733/assemblies/release2/annotation/censat/HG00733_mat_hprc_r2_v1.0.1.cenSat.bed		
HG01243	mat	2	HG01243_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3032147596	93	31.0	1952439.0	HG01243#2#CM099598.1	contig	0	0	274677				6	333758				1	285064				1	98850				7	290632	660291	s3:working/HPRC_PLUS/HG01243/assemblies/release2/annotation/censat/HG01243_mat_hprc_r2_v1.0.1.cenSat.bed		
NA19240	mat	2	NA19240_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3024651147	65	35.0	2284432.0				2	185595				1	366565				2	62076				3	516895				1	317646	823428	s3:working/HPRC_PLUS/NA19240/assemblies/release2/annotation/censat/NA19240_mat_hprc_r2_v1.0.1.cenSat.bed		
HG005	mat	2	HG005_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3039594550	135	58.0	4609331.0				7	3078				9	350452				5	1358454				6	499890				5	346109	2039120	s3:working/HPRC_PLUS/HG005/assemblies/release2/annotation/censat/HG005_mat_hprc_r2_v1.0.1.cenSat.bed		
HG00097	hap2	2	HG00097_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3042554887	62	43.0	4460822.0				1	3078				4	1251833				4	566982	HG00097#2#CM094087.1	scaffold	3	2	888085	HG00097#2#CM094088.1	contig	0	2	422066	1276620	local:hprc_censat		
HG00235	hap2	2	HG00235_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3041649113	61	36.0	3987560.0				2	234896	HG00235#2#CM094402.1	scaffold	1	2	1237567				2	242391	HG00235#2#CM094407.1	scaffold	2	2	859664	HG00235#2#CM094408.1	scaffold	1	2	115933	1284881	local:hprc_censat		
HG00253	hap2	2	HG00253_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3052327073	73	34.0	3519716.0				1	335551				5	1112524				1	331041				1	141682				2	275056	1308552	local:hprc_censat		
HG00272	hap2	2	HG00272_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3041009244	68	33.0	4858050.0				2	0				4	626474				3	932781				2	99143				1	461997	2725436	local:hprc_censat	chain	GRCh38 chain missing
HG00329	hap2	2	HG00329_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3051323471	83	32.0	3874288.0	HG00329#2#CM094245.1	contig	0	0	144500	HG00329#2#CM094246.1	scaffold	2	1	107733				4	11993				3	239288				5	1014097	2344448	local:hprc_censat		
HG00344	hap2	2	HG00344_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3017387345	69	40.0	4133011.0				1	55553				4	1106998				1	11994				6	723504				3	784029	1438710	local:hprc_censat		
HG00350	hap2	2	HG00350_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3028775548	73	44.0	4676329.0				2	495519				2	560107				1	62481				4	679914				7	434334	2431745	local:hprc_censat		
HG01167	hap2	2	HG01167_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3025821494	63	28.0	3682785.0				1	256431				6	1979248				4	11994				1	3078				3	529400	890406	local:hprc_censat		
HG03369	hap2	2	HG03369_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3020037500	71	53.0	6216646.0				1	51957				7	711913				2	1258301				2	514800				2	734477	2521341	local:hprc_censat		
HG03521	hap2	2	HG03521_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3097164776	90	44.0	5999336.0				4	54080				5	1100985				3	1148690	HG03521#2#CM094443.1	contig	0	2	820729				6	570215	1701207	local:hprc_censat		
HG03784	hap2	2	HG03784_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3034261234	75	51.0	5271026.0				2	232507				8	1365309				3	197493				5	847454				5	1044004	1572030	local:hprc_censat		
NA18565	hap2	2	NA18565_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3022424305	71	35.0	2901830.0				1	125186				9	993073				2	193747				2	267182				3	195356	1115058	local:hprc_censat		
NA19682	hap2	2	NA19682_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3035901842	72	44.0	5993982.0				1	914423				4	535606				3	713537				2	197911				6	1619472	2000805	local:hprc_censat		
NA19776	hap2	2	NA19776_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3037549644	66	45.0	6005965.0				2	351818				4	1394731				3	158501	NA19776#2#CM094059.1	contig	0	3	1978423				3	566793	1543471	local:hprc_censat		
NA19835	hap2	2	NA19835_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3034454932	77	45.0	5984367.0	NA19835#2#CM094040.1	contig	0	2	1031732				4	1147886				5	701351				3	55425				2	639230	2399575	local:hprc_censat		
NA19909	hap2	2	NA19909_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3036434788	76	43.0	5014024.0				1	677383				8	609738				4	562404	NA19909#2#CM094144.1	contig	0	3	1207923	NA19909#2#CM094145.1	contig	0	0	279347	1668082	local:hprc_censat		
NA20282	hap2	2	NA20282_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3021779145	67	33.0	3570037.0				1	757254				4	299953				1	282337				5	575940				1	3056	1639278	local:hprc_censat		
NA20346	hap2	2	NA20346_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3049365793	108	60.0	7023631.0				3	901853				4	756848	NA20346#2#CM094268.1	contig	0	1	803319				2	559820				11	777125	3212440	local:hprc_censat		
NA20809	hap2	2	NA20809_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3003400650	104	39.0	2974431.0				5	440747				4	289690				9	152835				2	137953				6	304370	1451294	local:hprc_censat		
NA20850	hap2	2	NA20850_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3033472782	79	40.0	3313850.0				2	319835				2	431840				1	63691				2	679597	NA20850#2#CM094315.1	contig	0	0	187166	1619493	local:hprc_censat		
NA21102	hap2	2	NA21102_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3038379095	64	36.0	3482255.0				2	3078	NA21102#2#CM094452.1	contig	0	2	425576				1	13234	NA21102#2#CM094455.1	contig	0	0	455309	NA21102#2#CM094456.1	contig	0	3	601431	1740514	local:hprc_censat		
NA21144	hap2	2	NA21144_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3018503151	76	42.0	6026243.0				1	236528				7	1004840				5	1081933				4	1215862				1	55067	2419786	local:hprc_censat		
HG00735	mat	2	HG00735_mat_hprc_r2_v1.0.1	hifiasm	0.19.7	trio	hprc	3034857027	84	28.0	2415537.0				5	249244				4	203092				1	63197				4	352910				1	386810	1151116	local:hprc_censat		
HG02155	hap2	2	HG02155_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3032908006	82	40.0	5280959.0				7	0	HG02155#2#CM091929.1	contig	0	1	243449				1	11993				7	1667575				5	1879638	1279074	local:hprc_censat		
HG02630	mat	2	HG02630_mat_hprc_r2_v1.0.1	hifiasm	0.19.7	trio	hprc	3035812244	99	56.0	6085722.0				2	272026				3	926702				2	108272				3	284677				7	1094397	3390491	local:hprc_censat		
HG03139	hap2	2	HG03139_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3033493906	68	35.0	5384642.0	HG03139#2#CM091844.1	contig	0	2	675258	HG03139#2#CM091845.1	contig	0	3	1197395				1	868425				5	1313535				3	736558	581243	local:hprc_censat		
HG03470	hap2	2	HG03470_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3042631505	69	42.0	6076574.0				6	1263832				4	349820				2	546308				3	829694	HG03470#2#CM091882.1	contig	0	5	751565	1959704	local:hprc_censat		
HG03579	mat	2	HG03579_mat_hprc_r2_v1.0.1	hifiasm	0.19.9	trio	hprc	3038742450	104	48.0	4151474.0				4	226480				7	934961	HG03579#2#CM089295.1	scaffold	1	7	411432				6	298702				4	558438	1709233	local:hprc_censat		
NA20805	hap2	2	NA20805_hap2_hprc_r2_v1.0.1	hifiasm	0.19.9	hic	hprc	3029627109	89	43.0	3859019.0				6	759472				2	105951				1	108877				5	306371	NA20805#2#CM091907.1	contig	0	2	1120805	1448375	local:hprc_censat		
